================================================================================
LOGO FILENAME REFERENCE
================================================================================

Total unique vendors: 431
Existing logos: 191
Missing logos: 240


================================================================================
ALL VENDORS - Required Logo Filenames
================================================================================
Vendor Name                                        Logo Filename                  Status
Mantle                                             mantle.png
Marveri                                            marveri.png
Mary Technology                                    marytechnology.png
Merlin Search Technologies                         merlinsearchtechnologies.png
Metamorf                                           metamorf.png
MineOS                                             mineos.png
Minerva26                                          minerva26.png
Moonlit.ai                                         moonlitai.png
MyMai                                              mymai.png
Navys                                              navys.png
Newcode.ai                                         newcodeai.png
No More Screenshots, Inc.                          nomorescreenshotsinc.png
Oddr                                               oddr.png
Onit                                               onit.png
Ontra                                              ontra.png
OpenText                                           opentext.png
Opus 2                                             opus2.png
Parambil                                           parambil.png
PatentPal                                          patentpal.png
Patentext, Inc.                                    patentextinc.png
Persuit                                            persuit.png
Phaselab                                           phaselab.png
PointOne                                           pointone.png
Pramata                                            pramata.png
Precedent                                          precedent.png
Precisely AB                                       preciselyab.png
ProCounsel                                         procounsel.png
RWS                                                rws.png
ReVia                                              revia.png
RightHub by Anaqua                                 righthubbyanaqua.png
RoboLex                                            robolex.png
Root Signals                                       rootsignals.png
Ruli, Inc.                                         ruliinc.png
Sahel AI                                           sahelai.png
Sandbox                                            sandbox.png
Scissero                                           scissero.png
Second Chair                                       secondchair.png
Seedless                                           seedless.png
SimpleDocs                                         simpledocs.png
SingleSource Technologies                          singlesourcetechnologies.png
Sitomatica                                         sitomatica.png
SmartEsq                                           smartesq.png
Smokeball                                          smokeball.png
Solve Intelligence                                 solveintelligence.png
Sonar Legal                                        sonarlegal.png
Soutron                                            soutron.png
Spellbook                                          spellbook.png
Splitifi                                           splitifi.png
SquadBox                                           squadbox.png
Standd                                             standd.png
Streamline AI                                      streamlineai.png
StructureFlow                                      structureflow.png
Summize                                            summize.png
Supio                                              supio.png
SurePath AI                                        surepathai.png
Syllo                                              syllo.png
Syntheia                                           syntheia.png
SyntheticJuror                                     syntheticjuror.png
Syntracts                                          syntracts.png
Talking Tree                                       talkingtree.png
Tangibly                                           tangibly.png
The Legal AI Consultancy by Simplexico             thelegalaiconsultancybysimplexico.png
The Legal Monitoring Company BV                    thelegalmonitoringcompanybv.png
The Precedent                                      theprecedent.png
The Simple Associate, Inc., dba Briefpoint         thesimpleassociateincdbabriefpoint.png
Theo AI                                            theoai.png
ThoughtRiver                                       thoughtriver.png
TimeSentry                                         timesentry.png
TirLegal Inc.                                      tirlegalinc.png
Tonkean                                            tonkean.png
Tower                                              tower.png
Traveling Coaches                                  travelingcoaches.png
Trellis                                            trellis.png
TrialKit                                           trialkit.png
TrialView                                          trialview.png
Truth Systems                                      truthsystems.png
U.S. Legal Support                                 uslegalsupport.png
Unplex                                             unplex.png
Unwildered                                         unwildered.png
Upland Software                                    uplandsoftware.png
Vallor AI                                          vallorai.png
Vals AI                                            valsai.png
Vendor Name                                        vendorname.png
Verbit                                             verbit.png
Veritext                                           veritext.png
Veritone                                           veritone.png
Vesence                                            vesence.png
Volody                                             volody.png
Warrant                                            warrant.png
Wequity                                            wequity.png
Wexler                                             wexler.png
Wilson AI                                          wilsonai.png
Wisetax                                            wisetax.png
Wolters Kluwer                                     wolterskluwer.png
Wordsmith AI                                       wordsmithai.png
Xapien                                             xapien.png
XpressDox                                          xpressdox.png
Zeno                                               zeno.png
askLisa                                            asklisa.png
ayora                                              ayora.png
esumry                                             esumry.png
fileread                                           fileread.png
goHeather                                          goheather.png
midpage AI Inc.                                    midpageaiinc.png
vLex                                               vlex.png

✓ Created MISSING_LOGOS.txt with list of missing logos

================================================================================
NAMING CONVENTION EXAMPLES
================================================================================

Original Name                            → Logo Filename
--------------------------------------------------------------------------------
Ace4 AI                                  → ace4ai.png
Ironclad, Inc.                           → ironcladinc.png
CircleUp Technologies Pty Ltd            → circleuptechnologiesptyltd.png
DeepJudge AG                             → deepjudgeag.png
Kelsen Legal Technologies Inc.           → kelsenlegaltechnologiesinc.png

================================================================================
QUICK TIPS
================================================================================

1. Filename = vendor name in lowercase, alphanumeric only
2. Remove ALL spaces, dots, commas, hyphens, etc.
3. Keep numbers (e.g., "Ace4 AI" → "ace4ai")
4. Preferred format: .png with transparent background
5. Size: 256x256 pixels (will auto-scale)
6. Place in the logos/ folder

Example workflow:
1. Find missing vendor in list above
2. Search Google: "[Vendor Name] logo png"
3. Download logo
4. Rename to the slug format shown above
5. Save to logos/ folder
    
